capture_id,trip_id,entity_id,selected,selected_entity_id,duplicate_count,decision
bart_live_20260911_185819,1965282,1965282,True,1965282,1,selected_newest_stable_tiebreak
bart_live_20260911_185819,1965283,1965283,True,1965283,1,selected_newest_stable_tiebreak
bart_live_20260911_185819,1965284,1965284,True,1965284,1,selected_newest_stable_tiebreak
bart_live_20260911_185819,1965299,1965299,True,1965299,1,selected_newest_stable_tiebreak
bart_live_20260911_185819,1965300,1965300,True,1965300,1,selected_newest_stable_tiebreak
bart_live_20260911_185819,1965308,1965308,True,1965308,2,selected_newest_stable_tiebreak
bart_live_20260911_185819,1965308,1965308,True,1965308,2,selected_newest_stable_tiebreak
bart_live_20260911_185819,1965309,1965309,True,1965309,1,selected_newest_stable_tiebreak
bart_live_20260911_185819,1965341,1965341,True,1965341,1,selected_newest_stable_tiebreak
bart_live_20260911_185819,1965406,1965406,True,1965406,1,selected_newest_stable_tiebreak
bart_live_20260911_185819,1965407,1965407,True,1965407,1,selected_newest_stable_tiebreak
bart_live_20260911_185819,1965408,1965408,True,1965408,1,selected_newest_stable_tiebreak
bart_live_20260911_185819,1965409,1965409,True,1965409,1,selected_newest_stable_tiebreak
bart_live_20260911_185819,1965410,1965410,True,1965410,1,selected_newest_stable_tiebreak
bart_live_20260911_185819,1965411,1965411,True,1965411,1,selected_newest_stable_tiebreak
bart_live_20260911_185819,1965463,1965463,True,1965463,1,selected_newest_stable_tiebreak
bart_live_20260911_185819,1965464,1965464,True,1965464,1,selected_newest_stable_tiebreak
bart_live_20260911_185819,1965465,1965465,True,1965465,1,selected_newest_stable_tiebreak
bart_live_20260911_185819,1965466,1965466,True,1965466,1,selected_newest_stable_tiebreak
bart_live_20260911_185819,1965467,1965467,True,1965467,1,selected_newest_stable_tiebreak
bart_live_20260911_185819,1965468,1965468,True,1965468,1,selected_newest_stable_tiebreak
bart_live_20260911_185819,1965524,1965524,True,1965524,1,selected_newest_stable_tiebreak
bart_live_20260911_185819,1965525,1965525,True,1965525,1,selected_newest_stable_tiebreak
bart_live_20260911_185819,1965526,1965526,True,1965526,1,selected_newest_stable_tiebreak
bart_live_20260911_185819,1965528,1965528,True,1965528,1,selected_newest_stable_tiebreak
bart_live_20260911_185819,1965568,1965568,True,1965568,1,selected_newest_stable_tiebreak
